type,address,timestamp,problem_type_abdul,note,state,latitude,longitude,province,district,type_count
['ความปลอดภัย'],XJ29+MP กรุงเทพมหานคร ประเทศไทย,2023-05-18,['ความปลอดภัย'],เขตดอนเมือง ส่งต่อไปยัง กรมทางหลวง,ส่งต่อ(ใหม่),100.61934,13.9517,XJ29+MP,,1
['กีดขวาง'],แยกราชดำริ 8 ถ. ราชดำริ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,2023-05-18,['กีดขวาง'],,รอรับเรื่อง,100.53862,13.73419,กรุงเทพมหานคร,เขตปทุมวัน,1
"['ต้นไม้', 'ความสะอาด', 'ร้องเรียน', 'ความปลอดภัย']",สำนักงานเขตจตุจักร ถนน วิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร : 5 ถนน วิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-18,"['ต้นไม้', 'ความสะอาด', 'ร้องเรียน', 'ความปลอดภัย']",,รอรับเรื่อง,100.55995,13.82869,กรุงเทพมหานคร,เขตจตุจักร,4
['สัตว์จรจัด'],48 Kanlapaphruek Rd แขวงบางแค เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-18,['สัตว์จรจัด'],ฝ่ายสิ่งแวดล้อมฯ รับทราบ ประสานเจ้าหน้าที่ตรวจสอบ,กำลังดำเนินการ,100.42324,13.68572,กรุงเทพมหานคร,เขตบางแค,1
['กีดขวาง'],ตึกเนชั่น (อินเตอร์ลิ้งค์ ทาวเวอร์) แขวง บางนา เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,2023-05-18,['กีดขวาง'],,รอรับเรื่อง,100.65147,13.66384,กรุงเทพมหานคร,เขตบางนา,1
"['ถนน', 'คลอง']",111 สุขาภิบาล 1 แขวงบางแค เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-18,"['ถนน', 'คลอง']",ฝ่ายโยธา เขตบางแค รับทราบเรื่องค่ะ,กำลังดำเนินการ,100.421,13.69925,กรุงเทพมหานคร,เขตบางแค,2
['ทางเท้า'],Pracharatbumpen 9 Pracharatbumpen Rd. Huay Kwang BKK TH แขวง ดินแดง เขตดินแดง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-18,['ทางเท้า'],,รอรับเรื่อง,100.57363,13.77845,กรุงเทพมหานคร,เขตดินแดง,1
['ความสะอาด'],464 พัฒนาการ แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-18,['ความสะอาด'],แจ้งเจ้าหน้าที่ตรวจสอบแก้ไข,กำลังดำเนินการ,100.62055,13.7277,กรุงเทพมหานคร,แขวงสวนหลวง,1
['ท่อระบายน้ำ'],VH9H+FFQ ซอย วิภาวดีรังสิต 62 แยก 4 แขวงตลาดบางเขน เขตหลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,2023-05-18,['ท่อระบายน้ำ'],,รอรับเรื่อง,100.57882,13.86865,กรุงเทพมหานคร,เขตหลักสี่,1
['ถนน'],27 20 หมู่6 ซอย รามคำแหง 160 แขวงราษฎร์พัฒนา เขตสะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-18,['ถนน'],ฝ่ายเทศกิจชุดปฏิบัติการ กำลังเร่งดำเนินการจัดเก็บป้ายหาเสียงนักการเมืองอยู่ในขณะนี้,เสร็จสิ้น,100.70432,13.7907,กรุงเทพมหานคร,เขตสะพานสูง,1
"['ท่อระบายน้ำ', 'ถนน']","รัชดาภิเษก 36 แยก 9-3-6-5 รัชดาภิเษก จุดเกิดเหตุ:  (สถานที่สำคัญ / จุดสังเกต) : ซอยรัชดาภิเษก 36 แยก 9-3-6-5 ทั้งซอย
เขต: จตุจักร
แขวง : จันทรเกษม : 346/257 ซอยรัชดาภิเษก 36 แยก 9-3-6-5 แขวงจันทรเกษม เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย",2023-05-18,"['ท่อระบายน้ำ', 'ถนน']",,รอรับเรื่อง,100.58652,13.82753,กรุงเทพมหานคร,เขตจตุจักร,2
"['เสนอแนะ', 'ร้องเรียน', 'ป้าย', 'สัตว์จรจัด']","สำนักงานเขตบางเขน Phahonyothin Road, Anusawari, Bang Khen, Bangkok : 14 ถ. พหลโยธิน แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220 ประเทศไทย",2023-05-18,"['เสนอแนะ', 'ร้องเรียน', 'ป้าย', 'สัตว์จรจัด']",,รอรับเรื่อง,100.59608,13.87339,กรุงเทพมหานคร,เขตบางเขน,4
['ความสะอาด'],เดอะ คอนเนค ดอนเมือง - สรงประภา ถนน สรงประภา ดอนเมือง สีกัน กรุงเทพมหานคร : 56/100 ถนน สรงประภา แขวงดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210 ประเทศไทย,2023-05-18,['ความสะอาด'],สำนักงานเขตดอนเมือง รับทราบเรื่อง และประสานฝ่ายรักษาความสะอาดฯ ตรวจสอบและแก้ไขต่อไปค่ะ,กำลังดำเนินการ,100.5756,13.92402,กรุงเทพมหานคร,เขตดอนเมือง,1
