type,address,timestamp,problem_type_abdul,note,state,latitude,longitude,province,district
น้ำท่วม,392/1 ถนน หลวงแพ่ง แขวง ขุมทอง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-18,"['ถนน', 'น้ำท่วม']",,รอรับเรื่อง,100.85593,13.69507,กรุงเทพมหานคร,เขตลาดกระบัง
ถนน,Bangkok Sky Cross 89 ถนน ราชดำริ แขวง ลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,2023-05-18,['ถนน'],เขตปทุมวัน ส่งต่อไปยัง สน.ลุมพินี,ส่งต่อ(ใหม่),100.54072,13.74755,กรุงเทพมหานคร,เขตปทุมวัน
เสียงรบกวน,26/1 ถ. ราษฎร์บูรณะ แขวงบางปะกอก เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140 ประเทศไทย,2023-05-18,"['เสียงรบกวน', 'ถนน']",,รอรับเรื่อง,100.49091,13.68901,กรุงเทพมหานคร,เขตราษฎร์บูรณะ
ถนน,26/1 ถ. ราษฎร์บูรณะ แขวงบางปะกอก เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140 ประเทศไทย,2023-05-18,"['เสียงรบกวน', 'ถนน']",,รอรับเรื่อง,100.49091,13.68901,กรุงเทพมหานคร,เขตราษฎร์บูรณะ
ถนน,90 ถ. ประดิษฐ์มนูธรรม 19 แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-18,['ถนน'],,รอรับเรื่อง,100.61707,13.80907,กรุงเทพมหานคร,เขตลาดพร้าว
ร้องเรียน,โรงพยาบาล กลาง ถนน หลวง แขวงป้อมปราบ เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร : 514 ถ. หลวง แขวงป้อมปราบ เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100 ประเทศไทย,2023-05-18,['ร้องเรียน'],,รอรับเรื่อง,100.50928,13.74655,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย
ถนน,3 บางนาใต้ เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,2023-05-18,"['ถนน', 'ร้องเรียน']",,รอรับเรื่อง,100.60686,13.67359,กรุงเทพมหานคร,เขตบางนา
ร้องเรียน,3 บางนาใต้ เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,2023-05-18,"['ถนน', 'ร้องเรียน']",,รอรับเรื่อง,100.60686,13.67359,กรุงเทพมหานคร,เขตบางนา
ต้นไม้,82 ถ. กรุงธนบุรี แขวงบางลำภูล่าง เขตคลองสาน กรุงเทพมหานคร 10600 ประเทศไทย,2023-05-18,['ต้นไม้'],กำลังตรวจสอบ,กำลังดำเนินการ,100.49627,13.72071,กรุงเทพมหานคร,เขตคลองสาน
ทางเท้า,The Market Bangkok. Floor 2 Zone M1 Room No. 2104 ถนน ราชดำริ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,2023-05-18,"['ทางเท้า', 'กีดขวาง']",,รอรับเรื่อง,100.54119,13.74779,กรุงเทพมหานคร,เขตปทุมวัน
กีดขวาง,The Market Bangkok. Floor 2 Zone M1 Room No. 2104 ถนน ราชดำริ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,2023-05-18,"['ทางเท้า', 'กีดขวาง']",,รอรับเรื่อง,100.54119,13.74779,กรุงเทพมหานคร,เขตปทุมวัน
ความสะอาด,ลาดพร้าววังหิน 47  ลาดพร้าววังหิน  แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร : RH6R+H32 ซอย ลาดพร้าววังหิน 47 แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-18,"['ความสะอาด', 'ถนน']",,รอรับเรื่อง,100.59016,13.81139,กรุงเทพมหานคร,เขตลาดพร้าว
ถนน,ลาดพร้าววังหิน 47  ลาดพร้าววังหิน  แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร : RH6R+H32 ซอย ลาดพร้าววังหิน 47 แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-18,"['ความสะอาด', 'ถนน']",,รอรับเรื่อง,100.59016,13.81139,กรุงเทพมหานคร,เขตลาดพร้าว
ท่อระบายน้ำ,VHGX+CH3 แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220 ประเทศไทย,2023-05-18,['ท่อระบายน้ำ'],,รอรับเรื่อง,100.59897,13.8759,กรุงเทพมหานคร,เขตบางเขน
แสงสว่าง,134/234 ถนน สยามธรณี แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10220 ประเทศไทย,2023-05-18,['แสงสว่าง'],,รอรับเรื่อง,100.66603,13.86083,กรุงเทพมหานคร,เขตบางเขน
ถนน,675 ซอย เคหะร่มเกล้า 29 แขวงคลองสองต้นนุ่น เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-18,"['ถนน', 'ความปลอดภัย']",รับเรื่อง,กำลังดำเนินการ,100.73549,13.76446,กรุงเทพมหานคร,เขตลาดกระบัง
